corpus_id,score,decile,date,source,article,is-thematically-relevant,has-event,has-named-location,has-space-type,event-mentioned,location-mentioned,space-mentioned,notes
477582,0.550049007,9,1842-03-05,star,"eight years—ignominious, great, and eternal was that fall—(Loud applause.) He did it: to force out the treacherous Whigs once more upon the 'vantage ground of Radical principles; and had he not succeeded !—(lethouts of 'Yes, yes,' and tremendous cheering.) Aye, to Nottingham he 'went, fought, and conquered"" (renewed cheering.) Now, was that enough for the snarling Whigling below him, who yelped out Nottingham !—(laughter.) Now, look at our altered, but proud position. Be fore, we were Jack Cades, Wat Tylers, Robespierres, and levellers: the Whig press teemed with the most virulent vituperation that ink of gall, a poisoned pen, and hireling, perjured penny-a-liners could scribble, ensconced behind the editorial 'We.' They (the Chartists) were misrepresented, maligned; the foul fiend of persecution was invoked: 500 of the bravest men who ever inhaled the light of heaven were immured in damp and putrid graves, and the noble chieftain at his right hand (O'Connor), was choked in the suffocating 'Hell' at York—(loud applause.) Look now at Whiggery, and its counterpart, Chartism. 'Plain John,' after smacking his lips, after the spicy wines of a Whig feast in the 'Modern Athens,' had boasted that Chartism was dead, and the sentence had been re-echoed through the realm; but that night, before 10,000 people, he would stand upon its obsequies, and ringing his voice through its death caverns, he would shout—'Chartism ! come forth !'—(thunders of applause,",TRUE,FALSE,FALSE,FALSE,,,,
251621,0.538733721,9,1843-01-07,star,"SIR,—I have now included in my prepre'sed ""Plan,"" all the emendations which seem to me desirable, after having the advantage of my brethren's opinions of this important matter. Among the delegates who surveyed my scheme last Saturday morning, were comprised some of the soundest heads and most energetic minds in the movement; and in addition to the authority which their names affords me, I might, once more, add, that in private conversation I have, long ago, received for my proposed scheme, or for the major part of it, approval on the part of Mr. O'Connor, Dr. McDonald, Mr. Hill, my friends Bairstow and Harney, and many other well-known advocates of our cause.  On the advice of my brother delegates, and to avoid entirely the great difficulty of a Convention leaving an Executive behind it—the word ""Executive"" is entirely left out of the Plan. The five chief officers of the Annual Convention, it will be seen, exercise all the necessary functions of an Executive body—but do not lie under the illegality of being specially appointed for such a purpose when the Convention breaks up: the functions of each member of the Annual Convention, officers included, remain in them throughout the year—so that they can fill up vacancies, etc., or give other counsel for the welfare of the general body.  Praying my brethren to take up the subject earnestly, and instantly,  I subscribe myself, Sir, Yours respectfully, THOMAS COOPER.  Leicester, January 2nd, 1843.  MINUTES OF A MEETING OF CHARTIST DELEGATES, HELD IN BIRMINGHAM, ON THE LAST DAY OF THE YEAR, 1842.",TRUE,TRUE,TRUE,FALSE,Chartist meeting,Birmingham,,
489371,0.583887577,9,1841-09-11,star,"Igrabant to be entrusted with the Suffrage,"" this charge was, in my opinion, fully disproved by Mr. Watson, who read several passages from Mr. Lovett's book, expressly directed against, and pointedly condemning such a doctrine.  2nd. Because, Mr. Watkins having charged Mr. Lovett with entering into a compact to sell the people, instancing as proof an interview of Mr. Lovett with Mr. Hume and others, respecting a proposal of the latter to effect a union between the middle classes and the Chartists; this charge was also directly refuted by the testimony of Mr. Vincent who was present, to the effect that Mr. Lovett refused to accept the proposals of Mr. Hume, stating his determination not to connect himself with an agitation for any object short of the People's Charter.  Soc. conI must accextimopFriletsperwhiinscop-",TRUE,FALSE,FALSE,FALSE,,,,
789557,0.546035707,9,1843-05-06,star,"MR. VERNON SMITH quoted Sir Robert Peel's sentiments uttered on the occasion of voting the thanks of the House to the officers and men employed in the Chinese war, when he assigned precedent for not including Sir Henry Pottinger, he being a diplomatic agent. He was therefore surprised when he found that the Right Honourable Gentleman tended to support the present motion. The best that could be said, even by the Noble Lord's most darling friends, of the minister of Lord Ashburton, was that we were all out of the scrape. Under the treaty, we had surrendered territory, and the question of the right of search was left unsettled; and flow ground had been taken on the subject of slavery in jurious to a question which the people of this country had deeply at heart. Mr. Hume was paronised, on this occasion, by the ministerial side of the House; but how was it that the Government followed his leading, instead of having anticipated him, as they ought to have done, if the vote of thanks was usual, or deserved?",FALSE,FALSE,FALSE,FALSE,,,,
272513,0.572053909,9,1842-06-25,star,"BUCK'S HEAD, BETHNAL GREEN.—A general meeting will be held here on Sunday evening next, when it is requested that every member will attend. Mr. Mariyn will lecture here on Sunday next.  NOTICE.—A lecture will be delivered at the Feathers, Warren-street, on Monday evening next, to commence at eight o'clock.  FINSBURY.—The Chartists are requested to attend at the Aylesbury Coffee House, on Monday evening next.  STOCKPORT.—Mr. Lane from Manchester, will lecture here on Sunday evening next.  OLDHAM.—Mr. D. Donavan of Manchester, will lecture here on Sunday next.  WATERHEAD MILL.—Mr. D. Donavan of Manchester, will lecture here at half-past two o'clock on Sunday next.  PITFIELD, near Morley.—We had the Rev. W. V. Jack-on here on Tuesday last, giving a lecture. The number attended to hear him is stated to be 2,000 at least. The distress in this neighbourhood is great.  LEEDS DISTRICT.—Mr. T. B. Smith will visit the places in this district as follows: Leeds, to mowrow night (Sunday); Hunslet, on Tuesday, the 28th; Woolsheese, on Wednesday, the 29th; Wortley, on Thursday, the 30th; Morley, on Friday, July the 1st; Churwell, on Monday, the 4th of July; Armley, on Tuesday, the 5th; and Holbeck, on Wednesday, the 6th.",TRUE,TRUE,TRUE,TRUE,general meeting; lecture,"the Buck's Head, Bethnal Green; Aylesbury Coffee House, Finsbury; Stockport; Oldham; Pitfield",pub; coffee house,
343011,0.538150787,9,1849-07-14,star,"government hesitate to give any measure of relief. It is true, that whenever any questions were put to them, which was frequently the case, especially after an explosion had occurred, the invariable answer was, that they were preparing a measure: that parties had been sent to the Continent, where supervision of mines was practised, that the order and economy of such might be understood, with a view to its introduction here. They also frequently intimated their desire to legislate upon this important matter, but as invariably begged time to perfect their inquiries and investigations. Early in the present year the public mind was aroused by an explosion of fire damp at the Darley Main Colliery. The manifest want of proper care on the part of the managers, and the recommendation of the jury, that government interference was necessary and proper, led to a resumption of the debate in the House and out of it, as to some immediate steps being taken to protect the miners from these casualties. Again, did the government claim delay, as their measure was not perfected.  The colliers feeling that such delays were only caused by the unwillingness of those in power to incur the displeasure of the Northern coal owners, (who were suddenly against positive power being given to inspectors to stop the working of a pit, which they considered dangerous, until proper ventilation was restored,) urged Mr. Duncombe, who had so far recovered as to be able to attend his place in Parliament, to again introduce the bill, or a similar one, that he had, at the instance of Sir George Grey, withdrawn. This duty, however, was ably taken up by Mr. Aglionby, Mr. Hume, and others, who had made certain progress with the bill, when the Secretary of State announced that he was prepared to lay before Parliament certain papers and propositions advised by the government to meet the urgency of the case, and those",TRUE,FALSE,FALSE,FALSE,,,,
303175,0.576915979,9,1842-06-25,star,"Monday Evening.—The usual weekly meeting was held at the room in Aston-street, on Monday evening last, Mr. Charles Ashton in the chair. The minutes of the council were then read over, from which it appeared that the council had passed a resolution of resigning their offices. Mr. Bough moved and Mr. Lynell seconded a motion, to rescind that part of the minutes, on the grounds of the whole council not being unanimous on the subject. Mr. White supported the motion, and affirmed that they had no right to proceed in that manner; he moved an addition to the motion, that each member of the council who wished to resign, should tender his resignation to the meeting. After a long discussion in which the retiring members, Messrs. Williamson, Saunders, White, and others took part, the motion was carried almost unanimously. Messrs. Lindon, Fussell, Newhouse, Welsford, and Stewart, then resigned, and Messrs. White, Talbot, Yardley, Ryan, Bough, and others, were nominated in their places. Mr. White then gave a report of the proceedings of the directing council, and afterwards moved a vote of confidence with regard to the political honesty and integrity of the retiring councillors, which was unanimously agreed to. The case of Messrs. Mason, Chance, and others, who have to appear at the Stafford and Worcester Sessions in a few days, was then brought forward by Mr. White, when a defence committee consisting of several most active females, in addition to the other members, was appointed, and a resolution agreed to, that the other localities in Birmingham be requested to act likewise. The committee will meet at Aston Street, at twelve o'clock on Sunday next. Notice was then given, that Mr. Geo. Julian Harney would address a meeting at Aston Street on the following Sunday, after which",TRUE,TRUE,TRUE,TRUE,meeting,Aston-street,room,
62524,0.543169737,9,1843-11-04,star,"BUNDERLAND.—Mr. Thomas Dickinson lectured here on Sunday morning, to a very attentive audience, in the Chartist Room, and gave general satisfaction. On Monday evening, Mr. D. delivered a lecture in the Arcade, Long Room, on trade and wages. He spoke for two hours, and was loudly applauded throughout.",TRUE,TRUE,TRUE,TRUE,lecture,"Chartist Room, Bunderland; Arcade, Long Room, Bunderland",room,
1031797,0.529321909,9,1859-01-22,leader,"It is no less interesting to observe, in the article on the ""History and Prospects of Parliamentary Reform,"" the chameleon-esque property of party opinion. This paper professes to furnish Parliament men of Liberal opinions with the standards by which they should try the forthcoming ministerial measure of Reform before certifying its adequacy to those conditions which a Reform Bill of 1859 ought to fulfil. With this view the writer digests the history of Parliamentary Reform from the time of Lord Chatham, whom he points to as the father of the movement. Then we have a plan for the finality of the measure of 1832 as having placed ""a definitive boundary against the encroachments of aristocratic power, and placed the real representation of the people on an immovable basis."" Having thus narrowed the circle of admissible change to ""popular progress"" and ""future exten-",TRUE,FALSE,FALSE,FALSE,,,,
963624,0.57131964,9,1854-09-30,leader,"A correspondent has forwarded a bill, which is largely circulated at Dover, which he urges is more likely to cause breaches of the Sabbath, by the propagation of informers, than by the doing of the acts which it condemns in penalties. The magistrates might at least state the statute under which they issue their proclamation.  ""Lord's Day.—Sunday Trading.—Borough of Dover, in the County of Kent.—No tradesman, artificer, workman, labourer, or other person, shall do or exercise any wretched labour, business, or work of their ordinary callings, upon the Lord's Day, or any part thereof (works of necessity and charity only excepted). And every person being of the age of fourteen years or upwards, offending in the premises shall, for every such offence, forfeit the sum of five shillings.  And no person shall publicly cry, show forth, or expose for sale, any wares, merchandise, fruit, herbs, goods, or chattels whatsoever, upon the Lord's Day, or any part thereof, upon pain of forfeiting the same. N.B. A portion of penalties may be paid to informers. This edict is put out by order of the mayor and magistrates.—MATTHEW KENNETT, Clerk to the Magistrates.""",FALSE,FALSE,FALSE,FALSE,,,,
1057263,0.480237246,8,1858-04-17,leader,"being flat on the failure of the attempt at mediation between the two parties. Mr. B. Donkin, M.P., refusing to consent to the vital point of tariff and renter—proposing to raise that question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the whole question to the people, and to submit the",FALSE,FALSE,FALSE,FALSE,,,,
768149,0.488248527,8,1844-06-15,star,"""A fair day in Brittany"" is far too briefly described. Of a country and people so little known, fuller information than what is contained in this account is highly desirable and would, we doubt not, be found as highly entertaining. In her ""Sketches of Parisian Life,"" Mrs. Postans introduces us this month to the ""National Guard."" We consider it not so entertaining as some of the previous sketches. ""The Broken-hearted Club"" gives us a laughable tale of the scrapes and misfortunes of a poor fellow who was always getting into trouble through an inveterate habit of speaking the truth! ""The Sisters of South Walsham"" is a passable tale. ""My Quarter's Salary"" is poor rubbish. ""Cleanliness next to Godliness,"" may be read with profit by all over-nice and extra-particular housewives. ""The Two Windows,"" by the Editor, is a fragment replete with those kindly feelings for the oppressed and manly indignation against the oppressor, which ever distinguish the writings of Douglas Jerrold, and which have made his name a household word with all who can honour talent when found, as in this case, championizing virtue and right. We give the following extracts:—",FALSE,FALSE,FALSE,FALSE,,,,
17814,0.50812453,8,1849-06-16,star,"Gubbins, the plaintiff, swore to the payment of the money—had received no benefit—never had notice of a ballot. He first became dissatisfied at the time that the Ballot was given up, about November last. He attended the meeting on the return of the Delegate from Birmingham in November last. Made no opposition or complaint of what had been done at the Conference there. He about the same time became convinced that a man could not get a living upon four acres, and he did not see any prospect of being located. These were his only complaints. Had he been successful in the ballot, he should have sold his share, and would have taken £30. (Most of this was got out, and with much difficulty, by cross-examination.) He had paid his money to be put with the money of the other shareholders—the whole to be expended in the purchase of land, which was to be divided and allotted amongst those fortunate in the ballot; these were not to be absolute owners, but were to pay a rent of £5, (he did not understand “five per cent.”) for their allotments. He admitted having attended two meetings, and never having made any complaint or opposition. (It was sworn by Munday, that the plaintiff attended all the meetings, certainly as many as ten, and made no complaint.) He (plaintiff) knew that Driver had been fortunate in getting an allotment, and had “been forced to leave—could not make a living of it.” Did not know that Driver had sold his allotment.",FALSE,FALSE,FALSE,FALSE,,,,
1246897,0.503094196,8,1825-04-02,repo,"""Our crafty and selfish foes, your foes as well as ours, would fain persuade you, that that for which we pray would do no good; and they ask, with a degree of simplicity which would not have detracted from the cunning of the seducer of the primitive parents of mankind, how the allowing of Catholic merchants to become Mayors, Aldermen and Common Councilmen of towns and cities; how the permitting Catholic gentlemen to be Sheriffs; how the making of Catholics occasionally King's Counsel, and Law Officers of the Crown; how the putting of Catholic Judges on the Bench; how the making of Catholics sometimes Judges in Equity; how the putting of a few Catholics into the Privy Council; how the placing of fifty or sixty of them, perhaps, in Parliament—they ask, with all imaginable simplicity, how this could tend to clothe the backs and appease the hunger of the ragged and half-famished people of Ireland? But, Englishmen, make but for a moment our case your own. Suppose that some strange combination of circumstances were to give the small sect of Unitarians, for instance, a mastery over you—supposing this sect, not forming more than a sixteenth part of the population of England, held all the civil offices of importance; that they, and they alone, nominated juries in causes of property, and of life and death; sat on the bench, administered justice in equity; were alone the advisers of the King; alone were Mayors and Aldermen, and Common Councilmen of towns and cities; kept wholly to themselves the power of making laws; appointed all the Justices of the Peace; disposed of every civic",FALSE,FALSE,FALSE,FALSE,,,,
1030841,0.496631473,8,1855-09-29,leader,"an iron foundry at Cambridge, upset a ""cradle"" containing about six and a half hundred-weight of molten metal, which, surrounding his feet, burnt off his shoes and stockings, and seriously injured him. He lies in a very precarious state. Another workman was also injured.  A MAN BURNT ALIVE.—An inquest has been held at Clay Cross on the body of John Wildgoose, labourer. The deceased was working in a cutting near a coal pit; one side of the hole fell in, and it was an hour and a half before he could be extricated, when life was quite extinct. A verdict of ""Accidental death"" was returned.  ACCIDENT AT OXFORD.—A man was knocked down a few days ago by a vehicle in which Lord Dillon was driving, and was killed. His lordship gave information at a neighbouring public-house, and also to the police, and the man was found dead on the road.  THREE QUARRYMEN at the Linneris Slate Quarry have been suffocated by the smoke from an extensive blast had been discharged. Remaining after an  POPULAR VENGEANCE.—An attack was made a few days ago on the premises of a large potato-dealer in Paisley, who was supposed to be the author of a rise in the price of potatoes. A great deal of damage was done, and the loss of property on the part of the unhappy potato-merchant must be very great.  SUICIDE IN BIRMINGHAM GAOL.—A boy lately confined in Birmingham Gaol for picking pockets, has hung himself in his cell. He had been previously heard to say to his mother that, if she fretted, he would destroy himself. A slate on the wall of the cell was found to be scratched over with three pictures of hanging. A verdict of ""Insanity"" was returned.",FALSE,FALSE,FALSE,FALSE,,,,
640942,0.504655123,8,1848-09-16,star,"RURAL LABOUR AND INFIRMITY. For the abolition of country labourers can be obtained by better, perhaps, as well as more effectual means than those which have been adopted by Mr. Thomas William Berry, rural sanitary commissioner, in his pamphlet entitled ""The Labouring Poor,"" from which the following extracts are made:—  ""Louis Blanc has not only to contend against the demons of the ""Times,"" gathered from every quarter, but he holds the defence of those who may be supposed to supply the strongest arguments; but, as usual, he has the best of the field. He holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of the poor, and he holds the defence of",FALSE,FALSE,FALSE,FALSE,,,,
