corpus_id,score,decile,date,source,article,is-thematically-relevant,has-event,has-named-location,has-space-type,event-mentioned,location-mentioned,space-mentioned,notes
284056,0.579948366,9,1846-11-14,star,"had to lie upon a sleepless bed, lest his wife and children should sleep during the hour which should summon them to work—suppose he should say to himself, “If my wife and children are too late at the factory, my scanty wages will not be sufficient for our wants, I must therefore keep a careful watch;” he dare not sleep himself for his wife and children are constantly starting and asking “Is it time?” That’s the point. (Cheers.) They are reduced to such poverty that his clock has long been sent to the pawn shop. He therefore cannot tell the hour. At midnight the light of the moon bursts through a broken windows, and he fears it is time. He summons his family to the work. He sees his wife and children go forth in rags amidst the pelting storm. “They arrive at the mill. They find the gates locked. They stand shivering there perhaps for half an hour. The clock strikes two. They are before their time. A number of others congregate in the same place, who have also mistook the hour. They stand trembling and shivering till the clock strikes three, four, and five, and the next time it beats the hour the mill-doors are opened. He (Mr. Ferrand) was prepared to prove that that was not a purely imaginative case, but one of frequent occurrence. (Hea, hear, "" It is."") Was not that a fearful state of society? Let Members of Parliament then take that case home to themselves. If they only witnessed for one month what he had witnessed for 20 years, they would not oppose the Ten Hours' Bill. (Hea.) He did not hesitate to say that the factory workers were no better than slaves. (Hea.) Mr. Ferrand concluded by observing, that if the Bill did not pass next session, he",TRUE,FALSE,FALSE,FALSE,,,,
848073,0.526694238,9,1845-05-31,star,"... the same time, and the same day, the following persons were convicted of the following offences, and sentenced to the punishments hereunder stated, viz.—  John Smith, for stealing a watch, to be hanged by the neck until dead.  Mary Jones, for receiving stolen goods, to be imprisoned for three months.  Thomas Brown, for assaulting a police officer, to be imprisoned for one month.  Elizabeth Davis, for obscene language, to be fined 10s.  William White, for drunkenness, to be imprisoned for one week.  The above sentences will be carried into effect on Monday next.",FALSE,FALSE,FALSE,FALSE,,,,
48889,0.556443334,9,1848-09-02,star,"We may not pass over the trial at Liverpool on Monday last, without special notice. One of the bravest and boldest in the people's cause, is separated from us for two years.",FALSE,FALSE,FALSE,FALSE,,,,
616562,0.583919525,9,1841-06-19,star,"CARLISLE.—On Saturday last, an emphatic address was issued by the Chartists. It has created a considerable sensation throughout the town and has given rise to a long leader in the Carlisle Journal; which, frankly admits the truth of the statements therein set forth. Should a Tory candidate be brought into the field there is a great probability of his being returned, as nearly all the old freemen would support him, though it will be a difficult matter to unseat Mr. P. H. Howard one of the present members, for he is very generally respected for the many favours he has obtained for individual electors. As for Mr. Marshall, the other member, he is one of the most useless members that sits in the House of Commons, capable of nothing but discussing wine and waiters.  CHESHIRE, NORTH.—A subscription has been opened at Stockport, to defray the cost of Mr. E. J. Stanley's re-election, and defeat the coalition of the Tory candidates, Mr. Tatton Egerton, the present member, and Mr. Cornwall Legh.",TRUE,TRUE,TRUE,FALSE,fundraising,Stockport,,
31960,0.582900941,9,1851-08-02,star,"men, and their imprisonment in filthy, unhealthy dungeons for many months. before trial, contrary to the old law, not the recent constitution, which the King has openly perjured himself by breaking; the use of any expression in correspondence for the purpose of accusation, while every contrary passage is arbitrarily suppressed; the perjury of witnesses against prisoners, commended, encouraged, and rewarded; their false testimony, when it disproves itself by its own contradictions, merely laid aside, and such parts as are not so self-contradicted still retained as proofs against the prisoner, who is openly forbidden to rebut them by counter evidence; the unblushing corrupt partiality of the Judges, who are removable at the will of the Monarch, the horrors of the sentence of imprisonment in irons, when the innocently convicted being chained by twos, are never, on any occasion, released from each other, the political prisoners, such as Count Poeiri, more conservative in opinions and actions, as Mr. Gladstone declares, than himself or Lord Aberdeen; doomed to dungeons that destroy life by a lingering process of decay; as well as to the horrors of the double chain; others immured without light amidst such filth that the medical men will not visit them in their cells, but force the prisoners to crawl out into their presence. Such are a few faint hints of the terrible sketches which a British statesman of the first rank puts his name to and gives to his fellow-countrymen, with the direct intention—somewhat dangerous though it appears to him to open such scenes to the world—of appealing on behalf of the suffering humanity to public opinion.",TRUE,FALSE,FALSE,FALSE,,,,
324944,0.53840071,9,1845-04-26,star,"Mr. Goodwin could not agree to mix up the Land and Charter plans. He wished them to be adopted separately.  Mr. Davis said his district was nearly divided on the matter; in fact, they had decided by a majority of one, in favour of uniting the Charter and Land plans. He thought it would be better to keep the Charter separate and distinct from any other matter whatsoever; and in his opinion, the appointment of lecturers to advocate the principles of the Charter would do more good than anything else. However, as his constituents had instructed him to vote for a Land plan, he should, like a good servant, conform to their wishes.  Mr. Doyle thought it was not practicable to unite the Land and Charter schemes; he was desirous of having a plan separate and distinct.  Mr. Law said his constituents were desirous that the Land plan should be separate and distinct from the Charter organisation. He believed the Land plan would greatly facilitate the cause of Chartism. He hoped the committee would take care that the subscription should be in accordance with the means of the people.  Mr. Hornby said Mr. Doyle had given expression fully to the wishes of his constituents. They would co-operate cordially in support of a plan formed on a separate basis.  Mr. O'Connor thought that one happy community once established, would be sufficient to cause such a feeling in favour of the scheme as would soon make it general. He then proceeded to review the opinions expressed by the previous speakers, and concluded by saying that he could not agree with the policy of making the Land plan exclusively a Chartist one.  Before the delegates adjourned for dinner,",TRUE,FALSE,FALSE,FALSE,,,,"no named event, but is clearly recounting the PROCEEDINGS of an event "
727332,0.541873634,9,1846-03-07,star,"B. D'ISRAELI.  Carlton Club, Pall-mall, March 2nd, 1846.  As mercy has been extended to the Canadian rebels, I think Frost, Williams, and Jones, should receive like elemency.  W. B. FERBAND.  Chesham-place, March 4th, 1846.  Lord John Russell presents his compliments to the deputation, and begs to state that he would not blame her Majesty's Ministers were they to recommend her Majesty to extend her clemency to the Welsh convicts, but would vote against any address so that effect in the House of Commons, believing that the house have no right to interfere.  Mivart's Hotel, Brook-street, March 4th, 1846.  Mr. Newdegate would not stand in the way of mercy, and certainly would not vote against it.  Luton.—A petition for the remission of the sentence on Frost, Williams, and Jones, containing 880 signatures, has been sent to Mr. Duncombe for presentation. A letter has been received from William Baillie, M.P. for the county, refusing to support the prayer of the petition, and stating that the published letter of Macaulay, M.P. for Edinburgh, embodies his (Baillie's) sentiments.  DEMOCRATIC FESTIVAL.",FALSE,FALSE,FALSE,FALSE,,,,lacking context
701920,0.572888017,9,1848-04-01,star,"We could easily enlarge the catalogue of Ireland's wrongs, and the crimes of Ireland's rulers, but we have said enough to stimulate the exertions of all true patriots. To your duty, then, men of Great Britain. Declare your sympathy with the oppressed, and your hatred of the oppressors. Assemble in your thousands, and pass sympathetic addresses to the intended victims of the governmental persecution. If, to day, the oligarchy succeed in destroying the persons, or the power of the Irish leaders, will ours be safe to-morrow? Then, once more, we exhort you to energetic action.  Above all, rise and rally as one man, in support of your glorious Charter. Sign the National Petition. Whether that petition shall be the last you will ""lumbly"" address to your",TRUE,FALSE,FALSE,FALSE,,,,call to action
523374,0.56830138,9,1841-06-12,star,"endeavoured to overcome by their hearty cheers. The uproar thus created prevented the speaker from being heard. He made several attempts to proceed, but without success, and he at last, seeing the hopelessness of all attempts to gain a deliberate hearing, brought his remarks to an abrupt conclusion, by proposing the following resolution:—  ""That the present measure of relief proposed by the Whigs is an insult to the fellow-worn and suffering millions of this country, and proves that they have no desire to do justice to the people. They have also proved, by eight years' heartless profigacy and misrule that their most solemn promises and professions are not to be regarded, and that they are unworthy of the people's confidence. That although the Corn Laws are unjust and oppressive, yet the present House of Commons being inimical to the people's rights, will not repeal the same except through an agitation bordering on revolution.""  Mr. MARSH having seconded the resolution, Mr. PANKES asked if the party on the wagon had any amendment to propose, and he was answered by being told that they did not recognise him as chairman. He proceeded to put the resolution to the meeting, when the uproar, which had been somewhat allayed, was renewed, and kept up for some time.",TRUE,TRUE,FALSE,FALSE,meeting,,,event recount
526117,0.526186883,9,1843-03-11,star,"for themselves and their families."" I believe I have seen it in some newspaper, handed about by the people, but cannot remember whether it was before or after the attack on the workhouse. I don't know who the language was attributed to. I have seen the speech alluded to, as having been made by the Mayor of Stockport, both in the newspapers, and in placards on the walls of Stockport. It was on the wall for several days. I did not pull down the placard, or wish it to be done. I can't remember seeing a placard headed ""A warning voice,"" with the following lines upon it:- There is a cry throughout the land, A fearful cry and full of dread! Woe to oppression's heartless band! A starving people cry for ""Bread."" That cry was heard when guilty France On the dread brink of ruin stood; Yet sound the viol, speed the dance! 'Tis but the hungry cry for food; I charge ye, England's rulers! grant The justice that her sons demand! Or, aroused, the demon power of want Shall snatch the PIKE and wield the BRAND.",TRUE,FALSE,FALSE,FALSE,,,,
30798,0.511886299,8,1841-05-08,star,"When speaking of physical force, then, just bear in mind that, from the 18th of September, 1835, till the 4th of February, 1839, I did the whole agitating work single-handed, and alone; and that during those years of excitement not one man was brought before a magistrate charged with a single crime; nor was the term ever once mentioned at a single meeting. However when you; and a parcel of rascals, imposed yourselves upon us, with your “sharp shooters” and “rifle clubs,” and “patterns of muskets,” and “cold lead,” and “cold steel,” the whole course of events was turned topsy-turvy; and every one of you deserted, leaving me to bear your burden; while, though I never mentioned the word before the people, yet did I, upon three occasions, justify the use of physical force, before the judges of the land.  Who were the three most physical-force men in the Convention? Lovett, Collins, and Hetherington. Lovett said, in answer to my objection on the score of illegality to his manifesto: “Well, I know it is illegal; but what of that? WE MUST BREAK THE LAW BEFORE WE CAN ALTER IT.” Pretty well, methinks, that! for a gentleman now so squeamish!  Collins said, in my own presence, that “the first Chartist arrest would be the signal for arresting every aristocrat and magistrate in Warwickshire;” and",TRUE,FALSE,FALSE,FALSE,,,,
1097725,0.482705057,8,1850-10-05,leader,"Improved Farming.—The improved system of farming has lessened the comforts of the poor. It has either deprived the cottager of those slips of land which contributed greatly to his support, or it has placed upon them an excessive and grinding rent. But as the comforts of the cottagers are diminished, his respectability and self-respect are diminished also, and hence arises a long train of evils. The practice of farming upon a great scale has unquestionably improved the agriculture of the country; better crops are raised at less expense: but in a national point of view, there is something more to be considered than the produce of the land and the profit of the landholders. The well-being of the people is not of less importance than the wealth of the collective body. By the system of adding field to field, more has been lost to the state than has been gained to the soil: the gain may be measured by roods and perches—but how shall the loss be calculated? The loss is that of a link in the social chain—a numerous, most useful, and most respectable class, who, from the rank of small farmers, have been degraded to that of day-labourers.—Ibid.",TRUE,FALSE,FALSE,FALSE,,,,
469617,0.500275433,8,1842-03-19,star,"ten abreast.  Splendid Silk Banner.  Motto—National Charter Association.  Council of Bilston and Wolverhampton National Charter Association.  Members of the Association, ten abreast.  Splendid American Republican Flag.  Members of the Association, ten abreast.  Splendid Green Banner.  Motto—Civil and Religious Liberty—the whole Charter, and nothing less.  Open Carriage and four beautiful Bays,  In which was seated  FEARGUS O'CONNOR, Esq.,  Members of the Wolverhampton Association, four abreast.  Splendid Pink and White Banner.  Motto—The Judgment of Heaven is Labour and Food—the Judgment of Kings is Toil and Starvation.  Band.  Members of the Wolverhampton Association, four abreast.  Splendid Flag.  Motto—We know our Rights and will defend them.  Large Green Banner.  Motto—The whole Charter and no Surrender.  Members of the Wolverhampton Association, four abreast.  Band.  Large Silk Flag.",FALSE,FALSE,FALSE,FALSE,,,,
235302,0.506065726,8,1849-01-06,star,"singular, in order that in after time my dissertations upon the Labour Question—the question of questions—may not be attributed, whether wise or foolish, to others.  You know what pleasure it gives me to be able to refer to my old predictions, and to tell you the volume, the page, and the column in which you will find them. I have laboured studiously, zealously, and continuously, to take this Labour Question out of the nutshell in which statisticians, calling themselves political economists, have endeavoured to confine it. I have not limited my strictures upon the subject to Land alone, and its capabilities, or to the application of the mere labour of the agriculturist to the cultivation of the Land, but I have shown you how every grievance, injustice, and hardship you bear, is consequent upon the misuse made of the Land; and I have shown you that every paltry remedy suggested for the correction and mitigation of those several abuses, is consequent upon the misapplication of the Land. No matter whether bastiles at home, or convict ships to transport you abroad; no matter whether punishment for vice, which is a consequence of oppression and misrule; or royal bounty distributed in the shape of prizes, for the best essays upon morality and religion; no matter whether the political remedy be, the Charter or Repeal, Free Trade or Financial Reform; no matter whether the Constitution is to be severely or mildly construed; no matter whether the laws are to be mercifully or tyrannically administered; no matter whether the National Debt, tithes, and taxes are a greater burden in one year than another; no matter what casualties, calamities, and sudden changes come upon you when you are not prepared to meet or resist their approach—I tell you that it matters",TRUE,FALSE,FALSE,FALSE,,,,
100843,0.508371651,8,1847-08-14,star,"Secretary—Mr E. Stallwood. Central Offices, 88, Dean-street, Soho, and 2, Little Valeplace, Hammersmith road.  THIS Society presents greater advantages to the Industrious Millions than any similar Institution ever established.",FALSE,FALSE,FALSE,FALSE,,,,
110552,0.495665252,8,1843-12-16,star,"NOTICE IS HEREBY GIVEN, that the CHRISTMAS GENERAL QUARTER SESSIONS of the Peace for the West Riding of the County of York, will be opened at KNARESBOROUGH on Tuesday, the 2nd day of JANUARY next, at Ten o'Clock in the Forenoon; and by Adjournment from thence will be held at WAKEFIELD, on Wednesday, the 3rd day of the same month of JANUARY, at half-past Ten of the Clock in the Forenoon; and also, by further Adjournment from thence, will be held at SHEFFIELD, on MONDAY, the 8th day of the same month of JANUARY, at Eleven of the Clock in the Forenoon, when all Jurors, Suitors, Persons bound by Recognizance, and others having business at the said several Sessions, are required to attend the Court on the several days and at the several hours above mentioned.  And Notice is also hereby Given, That at the said General Quarter Sessions of the Peace to be held at Knaresborough aforesaid, an Assessment for the necessary expenses of the said Riding for the half-year commencing the 1st day of April next, will be laid at the hour of One o'Clock in the Afternoon.  C. H. ELSLEY, Clerk of the Peace.  Clerk of the Peace's Office, Wakefield, Dec. 9th, 1842.",FALSE,FALSE,FALSE,FALSE,,,,
243475,0.493414313,8,1851-10-11,star,"THE BRITISH EMPIRE PERMANENT EMIGRATION AND COLONISATION SOCIETY.  To prevent each Member of a Form of ten from being Twenty-Five Acres of Land in America, by small Emigration, is a subject of great importance. The Society for Promoting the Emigration of Labourers, London, England, has been formed for this purpose, and the following is a copy of their Circular:  ""In consequence of the great distress among the agricultural labourers in England, and the difficulty of obtaining employment, the Society for Promoting the Emigration of Labourers have determined to employ every means in their power to facilitate the removal of such persons to the United States of America, where they can obtain employment, and where they will be enabled to procure a competency for themselves and families.  The Society will advance the passage money for such persons as may be recommended to them, and will also advance the sum of £3 for each person, to enable them to purchase tools, clothing, and other necessaries, on their arrival in America.  The Society will also advance the sum of £3 for each person, to enable them to purchase tools, clothing, and other necessaries, on their arrival in America.  The Society will also advance the sum of £3 for each person, to enable them to purchase tools, clothing, and other necessaries, on their arrival in America.  The Society will also advance the sum of £3 for each person, to enable them to purchase tools, clothing, and other necessaries, on their arrival in America.  The Society will also advance the sum of £3 for each person, to enable them to purchase tools, clothing, and other necessaries, on their arrival in America.  The Society will also advance the sum of £3 for each person, to enable them to purchase tools, clothing, and other necessaries, on their arrival in America.  The Society will also advance the sum of £3 for each person, to enable them to",FALSE,FALSE,FALSE,FALSE,,,,
634064,0.501344144,8,1846-08-15,star,"I do not, however, believe that in point of fact any political rights have been attained during this century for Ireland by moral force alone; that is to say, by such a moral force as Mr. O'Connell would now preach up. The moral force, for instance, which won Emancipation for us. Catholics was not an emasculated moral force, such as this novel theory would give birth to. It was not a mere spiritual phantasm, divested of flesh and blood, and divorced from the substratum of physical energy, so essential to its rigour, its vitality, and its effect. The moral force which won Emancipation was the firmly expressed demand for justice of resolute men; it was the overflowing treasure of the Catholic Association, every shilling of which stood for two stout arms and one brave heart. For although in '29 or before it, he did not say give us justice or else—yet, at least, the abstract possibility was recognised—nay, the imminent danger was feared, that those insulted and outraged Catholics, stung by the protracted delay or final denial of justice, might extort at the sword or pike point more than their pens had dared to solicit. But let a nation now subscribe before hand the suicidal doctrine, that in no time, or place or circumstance, shall they ever draw a sword from its sheath, or even a pin from its cushion—when then their opinions might rate at the ragman's price of the dirty paper on which they may have been foolishly inscribed.",FALSE,FALSE,FALSE,FALSE,,,,
