corpus_id,score,date,source,article,has-event,has-location,has-space-type
810758,0.694126189,1838-06-30,star,"A speech imposed was still a hardship. (Cheers.) He knew the people well; he had known the people long and for himself he had no dread of committing his life, his liberty, and his property to the disposal of laws made by the people. (Repeated cheers.) Each party was now courting popular support, while both joined in withholding popular right. (Cheers.) He challenged any man to produce upon the other side so great, so powerful, so orderly, so numerous a meeting as that he had the honour to address, the largest meeting above comparison ever assembled. Thousands upon thousands had marched twenty miles to testify their approval of the national object, which had been laid down by the men of Birmingham, namely one grand and moral assault for a fortnight or a week against the Excise men, and the Axe is our own. (Great cheers.) Mr. Doubleday then entered into a statistical review of the wages of working men in former days, together with the price of provisions in those days; and satisfactorily proved, that the whole error of the system arose out of the fact of the people having no share in the appointment of their representatives. (Great cheers.) As their most untiring champion, and most eloquent advocate, Mr. Feargus O'Connor was there to address them, he would conclude by assuring the meeting, that so long as a grievance remained, so long would he be ready to obey all reasonable commands of his Radical brethren. (Immense cheering.) He knew that he need not inculcate the necessity of keeping order; upon disorder our enemies feed; by order we should triumph. He thanked the meeting for the courteous reception he had received, and sat down amid the most tumultuous and general approbation.  Mr. Art, a working man, then came forward to move the",TRUE,TRUE,FALSE
379551,0.693613052,1842-10-15,star,"NEWCASTLE.—Mr. Brophy lectured in the Primitive Methodist Chapel, Blue Quarries, on Wednesday evening last; after which, Mr. Sinclair moved the following resolution, which was seconded by Mr. Scothern, and agreed to, “That in the opinion of this meeting, the whole of the evils which press so heavily upon the industrial classes of these realms is really the result of class legislation; that we believe the People’s Charter to be its only antidote, and do hereby pledge ourselves forthwith to become members of the National Charter Association, so that by our united exertions we may procure those immunities to which we are entitled as Britons.”—Mr. Brophy delivered two lectures in Newcastle on Sunday evening at the Quay, at five o’clock, and in the Chartist’s Hall, Cloth-market, at seven o’clock. Mr. B’s address on the Quay had made such an impression on the minds of his hearers, that as soon as it was announced that he should lecture again in the Hall, the people went up in a body, and in a few minutes the Hall (which holds upwards of three hundred) was crowded to the door, and a great many had to go away. After a vote of thanks had been unanimously carried to Mr. B. for his able services in the district for the last ten days, Mr. Sinclair read aloud from the Evening Star the proceedings of the Commission in Stafford, &c. and the meeting dispersed highly gratified with the treatment they had from Mr. B., and venting loud and long imprecations upon that infamous traitor Griffin.—The Chartists of Newcastle held their usual business meeting on Monday evening, Mr. Robson in the chair. The minutes of the previous meeting having been confirmed, two men of the united body of boot and shoemakers",TRUE,TRUE,TRUE
157034,0.687832594,1841-12-24,star,"A comfortable supper party met at the Chequers Inn in the evening, but Mr. O'Connor could not be present. All went off with harmony and glee. This meeting has brought upwards of £20 to the Char- ity funds.  DUBLIN.—The Irish Universal Suffrage Associa- tion met on Sunday last, at their great room, 14, North Anne-street, Mr. P. O'Connell in the chair. The Secretary read the minutes of the last meeting; he also read letters from the following persons—Mr. Thomas Cooper, Leicester; Mr. E. Mayne, Wakefield; Mr. K. Macroy, Aberdeen; Mr. John Baldwin, London; Mr. Daniel M'Intosh, Glasgow and Mr. William Campbell, Manchester; all giving abundant proof that the people of England and Scot- land seek nothing for themselves that they do not wish the people of Ireland to be equal participators in. The Secretary also moved that Mr. John Little, Mr. G. Watkins, and Mr. John Matson be admitted members; after which, Mr. O'Higgins rose and brought forward his promised motion relative to Mr. Sharman Crawford's Landlord and Tenant Bill. Mr. O'Higgins made a long and excellent speech, which we received only a few hours before going to press, and which we have no room for. He con- cluded by moving the following resolution:—""That it is contrary to every principle of natural justice, as well as a direct violation of the laws of God, to deprive any man of the fruits of his labour, without remuneration; and inasmuch as it is the common and uniform practice of the majority of Irish landlords to turn out great numbers of their tenants, under the pretence of clearing their estates of a 'superabundant population,'",TRUE,TRUE,TRUE
191626,0.68693167,1840-02-15,star,"TO THE RADICALS OF BURNLEY, PADIHAM, HARWOOD, ACCRINGTON, BUXENDEN, FOXHILL BANK, &c.  The committee of the defence fund for Mr. Wm. Beasley, of Accrington, beg leave to offer a few remarks to you under present circumstances. It is now nearly three months since the committee was formed to receive any subscriptions which might be given for the purpose of defending Mr. Beasley, who is now under bail for some supposed seditious language which his acensors say he uttered at a public meeting near Haslingden. As the assizes are so near, it becomes our imperative duty to appeal to your sympathies on his behalf, knowing that you have at all times come forward in the cause of justice and humanity.  Mr. Beasley is a poor, working man, with a wife and small family, and with the prospect of an early addition to it. As we firmly believe, that in all his exertions to carry out the principles of the People's Charter, he has been actuated by a fervent desire to better the condition of the working man, we think we should be wanting in our duty if we did not support the same principles by assisting Mr. Beasley as much as we possibly can. It is for this purpose that we appeal to the Radicals of this district, and as it is the only case likely to be brought forward at Lancaster assizes, let us show to his and the people's enemies that we are determined that he shall not be sacrificed without a struggle on our part to wrest him, by all legal means, from the merciless grasp of the Chartist oppressors.",TRUE,TRUE,FALSE
867010,0.682017207,1838-11-17,star,"MEN AND WOMEN OF LEEDS.—The most important period in the history of our country has now arrived—now that most inestimable of all earthly blessings—liberty, is within our reach; and shall it be said by our children that the blessing was lost to us, and to them, in consequence of our criminal supineness? No; we must be up and doing, and not suffer this a Christian country, to be the seat of despotism. What we want is, to see practical Christianity pervade every grade of society, and mankind dwelling together in unity—each intent on promoting the welfare of his kind. To this end we, the committee and members of the Leeds Northern Union, beg to direct your attention to the present unjust system. It is too obvious to require comment that contending factions have hitherto been the bane of society—exclusive privilege, and private interest have been the objects pursued by the factions who have alternately ruled over us—the public interest has been entirely neglected; and for why? Because, the people have had no voice in the government of their own affairs—but now, the antidote is within our reach; and it is in our power to exterminate the monster tyranny, and remove all its concomitant evils from amongst us. But we must act with firmness and energy if we expect to be emancipated from our worse than Egyptian bondage. We feel it our duty to submit the following questions to your consideration— Do you suppose that your Creator sent you into the world to toil for the benefit of the sons of idleness?  Do you feel contented amidst penury and want?  Do you feel satisfied to wear the bonds of slavery, and to bequeath them as a legacy to your children?  Do you desire to obey laws passed by your opponents for their benefit and to your",FALSE,FALSE,FALSE
470000,0.679330945,1839-05-04,star,"Mr. Henry Bowman, writing from Carlisle, stated that Whit-Monday had been fixed upon for the public meeting at that place, and that in the course of a few days a few thousand additional signatures should be forwarded to the National Petition, 720 of which had been obtained in the town of Whitehaven.—(H. har.)  A letter was read from Mr. Elliott, of Newcastle, enclosing a resolution requesting the Convention to depute Messrs. O'Connor, O'Brien, Frost, Marsden, and Sankey, together with the Delegate from that town, to attend the great public meeting to be held on Whit-Monday, when he anticipated a glorious gathering would take place, the Council being determined to spare neither exertion nor expense to make the meeting worthy of the great and important object for which it was called.  Mr. James Moir, under the date of Glasgow, April 25, thus writes.—""On Monday last, I addressed a very large meeting in Paisley. It was held in a church, and there could not be fewer than 1,500 present, nearly the one-half of whom were females, who unanimously resolved to form themselves into an Association to assist and co-operate with their husbands, fathers, and brethren in the glorious struggle for the People's Charter. (Cheers.) On Tuesday, we had a public meeting of the Universal Suffrage Association here. Last night I addressed a public meeting at Burgh, a small manufacturing village about seven miles from Glasgow, which was numerously attended, and at which a vote of confidence in the Convention was unanimously",TRUE,TRUE,TRUE
831687,0.678764701,1843-07-29,star,"LONDON.—MISS INGE lectured on Sunday evening, at the Working Men's Hall, Mile End Road, to a crowded audience, and was highly applauded. The chair was filled by Mr. Sherrard, who addressed the meeting in confirmation of the views of the fair lecturer, in an eloquent and able manner. The evening's proceedings gave great satisfaction.  CITY OF LONDON INSTITUTION.—On Sunday morning, an highly interesting discussion took place on the Question—""Would a Repeal of the Legislative Union benefit the working classes?"" Mr. Overton was called to the chair, and briefly introduced the subject. Messrs. Cowan, Dwaine, and others, in animated speeches, supported the affirmative. Messrs. Pollard and Spur, admitted the right of the Irish nation to demand the Repeal, but denied the benefits attributed as resulting from it. After a prolonged discussion, the subject was adjourned until the following Sunday morning. On Sunday evening, Mr. Davos lectured at the same place, to a good audience; and, in an energetic manner, developed the evils of the present system, and pointed to the land as the great object worthy of the attention of the working classes. Messrs. Mee, Cuffay, Spur, and Rathbone, entered into a discussion on the merits of the land, and the question of American liberty. Mr. Bolwell, as chairman, wound up the proceedings; and the evening closed by the choir singing the Chartist National Anthem.",TRUE,TRUE,TRUE
491461,0.676645517,1848-01-08,star,"BROTHER LANDSMEN.—Now that our glorious Land Company has finally closed, I would address a few lines to you on the subject of the agitation of those Gold-like and noble principles embodied in that immortal document, the People's Charter. For some weeks back, I have seen in the Stan notes of delegate meetings held in Newcastle, Durham, Shields, and other places. The men of those towns are up and at work in earnest, while we of this district are looking on with apathy. Others are doing what they can towards our emancipation; and while it reflects credit on them, it brands us with shame. Brother 'Landsmen,' shall this continue, shall it be said that when our neighbours are up in the cause of liberty, we stand looking on with our hands folded, or sneak behind like cringing cowards, and when they have nobly struggled for freedom and won the victory, shall we, with blushing faces, accept the boon from their hands? Never, never, 'methinks I hear you cry. ' We will to work, and as we hope to share in the general happiness that will follow the people's triumph, we, too, will brave the battle's sirife, and share the conflict!",TRUE,TRUE,FALSE
844185,0.676463425,1843-11-18,star,"""Our masters state that the rate of wages in other districts will not justify them in giving an advance. We again refer them to Glossop and several other districts, who have an advance, and are now paying more than they are in this district. Our employers state that they are willing to redress our grievances? The following are a few of them: ""1st.—We want our wages weekly.  ""2nd.—Some of our employers make us pay for shuttles, windows, and machinery which may happen to get broken or worn out, and charge us for them which we have no right to pay, as it is not our machinery, neither is it our fault.  ""3rd.—Our employers turn Cuts on our hands for pretended faults, and make us pay more for them than the market price.  ""4th.—At some of the mills they quarter four times 3-day, two-pence per time, in particular J. B. Reynolds and Brothers.  ""O! Reynolds, O! Reynolds, how often have you been the first to reduce wages, and now you are taking a most conspicuous part to prevent an advance.  ""There are other grievances which we shall not now enumerate, but shall reserve them for a future period.  ""Weavers and card-room hands, attend the meeting which will be held in the Charlestown meeting room, on Wednesday evening, Nov. 6th, at eight o'clock, and show by your thousands that you are determined to be no longer 'stumped upon with impunity.'",TRUE,TRUE,TRUE
587949,0.675931096,1843-10-14,star,"tion which would be proposed was to the following effect:-“That it is the opinion of this meeting that the present rate of wages is not sufficient to maintain the colliers and their families.”  Mr. BERRY then addressed the meeting. He said that he need only ask the public to look at the Miners’ cheeks, to convince them that the rate of wages was not sufficient. At the present time, the rate in that district was about 2s. a day, and how was a man to maintain himself, a wife, and four or five children on that? Yet for that small sum they had to work from twelve to fourteen hours a day in the sunless mine. Were they not, he would ask, worse off than the African slave? They were, and the question was, how this evil was to be remedied. They had already tried their sectional unions and partial strikes, and those had done no good; and they must, therefore, as the only effectual remedy, join the Miners’ Association of Great Britain and Ireland. They would extend their union from John o’Groat’s house to the farthest end of Cornwall, and into Wales and Ireland.  The CHAIRMAN, after a few observations on the hard toil of the miners, and on the manner in which they were oppressed, said that the second resolution was, “That in the opinion of this meeting, the miner is entitled to a fair day’s wages for a hard day’s work.”",TRUE,FALSE,FALSE
639356,0.67583698,1842-01-15,star,"THORNLEY.—A general meeting of the pitmen was held at this colliery, on Saturday last, which was numerously attended. The object of the meeting was to consider the tyrannical nature of their bonds, and to take steps for obtaining the redress of their local grievances. Resolutions were passed, by acclamation, for the reorganization of the Pitmen’s Trade’s Union, and also for embodying in the objects of their association the obtainment of the People’s Charter. The meeting was addressed by Messrs Parker, Embleton and Clough, all pitmen. Mr. George Binns, of Sunderland, being in Thornley at the time, was invited by the men to address them, which he readily obeyed, and produced a powerful impression on all present.  ABERDARE.—A meeting of the gentlemen farmers and rate-payers of the parish of Aberdare was held at the Boot Inn, on Monday, the 3rd day of January, to take into consideration their present distressing circumstances, and the best means to ascertain in what manner the rates they pay (which are advancing every quarter) are expended, and who receives them, as there is less relief paid to the poor at present than at any other period for many years past. After they met, they did not know how to proceed, and ultimately separated without effecting any good at all.",TRUE,TRUE,TRUE
659123,0.6711694,1841-10-09,star,". The prosecutions will have cost the Borough a much larger sum—not less, we suppose, than one hundred pounds! Thus has the poor been put to much expense and inconvenience, and the borough to the expenditure of an enormous sum of money, which has been squandered away in silly and uncalled-for prosecutions, with one exception. We would recommend the people to call upon some one of the Town Councillors to move for a return of all the expences of the late prosecutions arising out of the borough election; and thus show to the inhabitants how the funds of the town have been expended. Did these Whig borough magistrates act with the same rigour and caution at the county election when Sir James Graham, the Home Secretary, was most shamefully treated; when, as he retired from the hustings, a parcel of hired ruffians attacked him and his friends on their way to the Bush Inn, broke Sir James's umbrellas over his head, ill-treated his son, and assaulted his party with brickbats and other missiles? No! they allowed all these gross outrages to pass over without the slightest attempt to bring the offenders to justice! nay, we may go further and say, that, we were grieved to hear some of the Whig party rejoice at the ill-treatment Sir James had met with. Nor can we pass over the conduct of some of these same gentlemen, previous to the passing of the Reform Bill. Aye! these were the palmy days of Whig aggrandisement, when neither life nor property was safe, when our present mayor (not then so tenacious of our laws) actually recommended the people at a public meeting, to pay no more taxes, but to button up their breeches pockets—when our market-place nightly glared with the flames of torches, to exhibit",FALSE,FALSE,FALSE
120423,0.670576751,1842-10-22,star,"large bodies, and, as would appear, they proceeded with great violence and threats to turn out the hands from factories; they then proceeded to Manchester, Biddulph, Birkenshaw, and other factories. On Saturday they again assembled at the same place, and proceeded to the collieries with like intentions; and it was found necessary to take effectual measures to suppress them. On Monday they went to Arnold, and on Tuesday assembled in larger numbers than ever, and were joined by other large bodies from the country, and the whole proceeded through different parts of the county in a most lawless and riotous manner; and it might be better for him to state, that all those who were there were equally guilty in the eye of the law, even though they had not taken any active part, but they had made a selection of those who were most active, and though it was legal for persons to assemble to consider either their grievances or imaginary grievances, yet it was not lawful for them to proceed to other places than where they were assembled. It was certainly a blessing that this faction had not effected greater mischief, for ""if death had taken place, they would have been tried for a very serious offence,"" but either on account of returning good sense, or the efficient means that was taken to suppress them, this had not been the case, and be concluded by again reminding them that in disturbances all who are present are principals, though they had not committed any act of violence, for if one person, only committed violence, yet they were all considered guilty, unless they could show that they were innocent.  To parties acquainted with these occurrences, such an exaggerated account would have appeared rather ludicrous, if it had not been for the effect which it might have upon a country jury; for there was not a pane of glass broken, the least injury done to property, or",TRUE,TRUE,TRUE
245569,0.669263542,1847-12-11,star,"TO THE EDITOR OF THE NORTHERN STAR.  Sir,—On the 27th of November, it was expected that the council would come to a final conclusion on the 4th and 5th, and Derby branches, banking their funds in the Land and Labour Bank.  All credit is due to those three branches for maintaining their rights by supporting the rules as they have done, and credit is more especially due to the two council members from the 4th and 5th branches, who had the battle to fight, who told the council that they (the two council men) would suffer expulso from the society before they would give up their rights.  The motions which were submitted to the council, were :—  1st, Resolved that the appeals from No. 4 and 5 branches be accepted, and that their case lie over until the delegate meeting in 1849, according to the 11th and 31st rules.  Votes for this motion one.",FALSE,FALSE,FALSE
588242,0.668909967,1839-09-14,star,"The right of property is one of the greatest importance, and one which a well-regulated society will ever protest. Labour is the poor man's property, which has too often been unjustly and needlessly, destroyed by the statutes of apprenticeship, by Corporation bye-laws, and by the abuse of machinery, all tending to deteriorate the value of manual exertion. No Government displays such anxiety for the protection of property, as that which secures to the poor man a good day's wage for a good day's work.  A great source of injustice prevails at the present day, which deprives thousands of employment, viz.: the turning of lands from tillage into pasture, a plan, which saves the landlord much expense, and presents the means of gaining an honest livelihood to but a very few. Our ancestors saw the cruelty of this proceeding, and consequently the 4th Henry VII. forbids the throwing of lands into pasture, reciting, that—""Idlenesse which is the ground and beginning of all mischiefes daily doth increase, for where in some townes two hundred persons were occupied and lived together by their lawful labouring, now there are occasionally two or three heardsmen, and the residuo falling into idlenesse, the husbandric is greatly decayed."" These words are applicable to the present day; and as it does not appear that the Act has ever been repealed, it may now be put in force against any who attempt to aggrandise themselves by the ruin of their poor countrymen.  The home of an Englishman should in truth be his castle; but its sanctity is frequently invaded by the revenue searchers and criminal processes. The Great Charter has declared that no freeman shall be divested of his freehold, or liberty, or free customs, but by the judgment of his peers, or",FALSE,FALSE,FALSE
192201,0.667838752,1841-04-17,star,"WORCESTER.—At a meeting of the Chartists held on the 12th inst., it was resolved, “That we look with suspicion on the leaders of the Christian Chartist Church of Birmingham, &c., believing they are striving to promote their own individual interest and middle class approbation, who have always proved themselves the bitterest enemies of the working classes; we are determined not to give any countenance or support to that party as they do not belong to the National Charter Association.” “That we hereby protest against Mr. Colline being elected a Delegate to the Petition Convention, for the reasons above.”  BRADFORD.—The Chartists of Wapping held their usual weekly meeting on Monday evening, at the house of Mr. R. Corrodus, North Tavern, North-street. Several sums were collected for the Convention, and petition sheets delivered out for signature. All is activity and zeal in Wapping; a deputation from Idle received sheets for signature and promised to have them filled speedily. The meeting adjourned to Monday next at seven o'clock.  LOUGHBOROUGH.—At a public meeting held at the Charter Hotel, on the 22nd March, Mr. John Skerrington was elected as a fit person to be delegated to the Petition Convention about to meet in London.",TRUE,TRUE,TRUE
